scenario_id,scenario_name,edge_id,congestion_level,time_multiplier,rain_risk,fog_risk,construction_penalty,closed,notes
S1,weekend_busy,E081,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E081,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E081,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E081,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E082,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E082,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E082,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E082,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E082,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E083,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E083,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E083,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E083,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E083,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E084,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E084,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E084,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E084,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E084,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E085,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E085,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E085,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E085,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E085,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E086,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E086,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E086,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E086,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E086,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E087,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E087,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E087,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E087,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E087,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E088,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E088,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E088,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E088,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E088,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E089,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E089,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E089,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E089,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E089,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E090,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E090,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E090,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E090,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E090,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E091,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E091,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E091,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E091,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E091,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E092,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E092,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E092,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E092,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E092,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E093,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E093,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E093,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E093,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E093,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E094,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E094,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E094,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E094,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E094,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E095,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E095,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E095,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E095,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E095,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E096,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E096,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E096,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E096,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E096,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E097,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E097,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E097,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E097,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E097,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E098,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E098,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E098,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E098,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E098,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E099,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E099,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E099,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E099,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E099,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E100,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E100,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E100,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E100,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E100,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E101,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E101,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E101,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E101,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E101,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E102,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E102,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E102,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E102,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E102,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E103,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E103,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E103,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E103,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E103,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E104,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E104,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E104,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E104,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E104,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E105,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E105,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E105,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E105,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E105,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E106,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E106,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E106,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E106,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E106,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E107,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E107,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E107,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E107,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E107,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E108,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E108,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E108,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E108,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E108,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E109,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E109,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E109,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E109,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E109,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E110,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E110,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E110,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E110,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E110,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E111,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E111,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E111,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E111,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E111,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E112,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E112,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E112,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E112,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E112,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E113,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E113,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E113,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E113,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E113,2,1.2,0,4,0,False,Template value—review manually
S0,weekday_normal,E114,1,1.0,0,0,0,False,Template value—review manually
S1,weekend_busy,E114,4,1.35,0,0,0,False,Template value—review manually
S2,evening_rush,E114,5,1.6,0,0,0,False,Template value—review manually
S3,heavy_rain,E114,3,1.3,4,0,0,False,Template value—review manually
S4,dense_fog,E114,2,1.2,0,4,0,False,Template value—review manually
